generation,evaluations,best_fitness,mean_fitness,mean_modules,variant,seed
91,9200,13.081138830084187,15.79919625172007,9.92,Roulette-wheel selection,44
92,9300,13.081138830084187,15.96628577646889,9.69,Roulette-wheel selection,44
93,9400,13.081138830084187,16.092530779619857,8.75,Roulette-wheel selection,44
94,9500,13.081138830084187,16.18305682116314,7.89,Roulette-wheel selection,44
95,9600,13.081138830084187,16.017220578084572,8.51,Roulette-wheel selection,44
96,9700,13.081138830084187,15.938512182849948,8.87,Roulette-wheel selection,44
97,9800,13.081138830084187,15.646443858987158,9.69,Roulette-wheel selection,44
98,9900,13.081138830084187,15.660127600194448,10.24,Roulette-wheel selection,44
99,10000,13.081138830084187,15.668212359912989,10.28,Roulette-wheel selection,44
100,10100,13.081138830084187,16.149402928088193,9.01,Roulette-wheel selection,44
1,200,16.251803788283283,19.36820305727286,18.0,Roulette-wheel selection,45
2,300,15.955133376499417,18.134145065562056,14.21,Roulette-wheel selection,45
3,400,15.714674215792776,17.05594764090548,9.96,Roulette-wheel selection,45
4,500,15.461455150532505,16.788771952472427,8.07,Roulette-wheel selection,45
5,600,15.05796522451032,16.726316182579154,7.45,Roulette-wheel selection,45
6,700,15.05796522451032,16.619512759322607,7.7,Roulette-wheel selection,45
7,800,14.957342370508885,16.402926007851462,7.67,Roulette-wheel selection,45
8,900,14.957342370508885,16.3717538041178,7.88,Roulette-wheel selection,45
9,1000,14.44948974278318,16.390576681287914,7.85,Roulette-wheel selection,45
10,1100,14.44948974278318,16.39020451024005,8.46,Roulette-wheel selection,45
11,1200,14.44948974278318,16.202219222835897,9.02,Roulette-wheel selection,45
12,1300,14.44948974278318,16.287177231355233,9.03,Roulette-wheel selection,45
13,1400,14.38208554864871,16.232722969777996,8.65,Roulette-wheel selection,45
14,1500,14.270540018881466,16.19124112814884,8.68,Roulette-wheel selection,45
15,1600,14.270540018881466,15.9887660281492,9.74,Roulette-wheel selection,45
16,1700,14.270540018881466,15.979716357092554,9.19,Roulette-wheel selection,45
17,1800,14.146536616149586,16.019653228835843,8.91,Roulette-wheel selection,45
18,1900,14.146536616149586,16.30396841823326,8.31,Roulette-wheel selection,45
19,2000,14.146536616149586,16.301228648359682,8.15,Roulette-wheel selection,45
20,2100,14.146536616149586,16.081882335095422,8.38,Roulette-wheel selection,45
21,2200,13.95306852353742,15.975761962870957,8.34,Roulette-wheel selection,45
22,2300,13.617935662402834,15.69635479821918,8.48,Roulette-wheel selection,45
23,2400,13.617935662402834,15.428236816730449,9.24,Roulette-wheel selection,45
24,2500,13.617935662402834,15.532177693297497,8.81,Roulette-wheel selection,45
25,2600,13.617935662402834,15.722081676044604,8.82,Roulette-wheel selection,45
26,2700,13.617935662402834,15.67800186795535,9.02,Roulette-wheel selection,45
27,2800,13.617935662402834,15.854501520028096,8.6,Roulette-wheel selection,45
28,2900,13.617935662402834,15.714443461147654,8.53,Roulette-wheel selection,45
29,3000,13.617935662402834,15.490237533975096,9.01,Roulette-wheel selection,45
30,3100,13.617935662402834,15.491669259594312,9.06,Roulette-wheel selection,45
31,3200,13.617935662402834,15.615476616874703,8.8,Roulette-wheel selection,45
32,3300,13.377902338672774,15.469453853033446,9.13,Roulette-wheel selection,45
33,3400,13.377902338672774,15.547785577453936,8.79,Roulette-wheel selection,45
34,3500,13.377902338672774,15.417241414134017,9.2,Roulette-wheel selection,45
35,3600,13.377902338672774,15.491904402226163,8.68,Roulette-wheel selection,45
36,3700,13.377902338672774,15.8887846907931,8.24,Roulette-wheel selection,45
37,3800,13.377902338672774,16.156002082005735,8.19,Roulette-wheel selection,45
38,3900,13.377902338672774,15.987973074615187,7.98,Roulette-wheel selection,45
39,4000,13.377902338672774,15.757258296937437,8.53,Roulette-wheel selection,45
40,4100,13.377902338672774,15.573192709698956,8.7,Roulette-wheel selection,45
41,4200,13.377902338672774,15.293220484817653,9.42,Roulette-wheel selection,45
42,4300,13.377902338672774,15.402016976995595,9.51,Roulette-wheel selection,45
43,4400,13.377902338672774,15.380434115370251,9.69,Roulette-wheel selection,45
44,4500,13.377902338672774,15.469092246491138,9.88,Roulette-wheel selection,45
45,4600,13.183266665599966,15.32719195310899,9.41,Roulette-wheel selection,45
46,4700,13.183266665599966,15.575268487341337,9.27,Roulette-wheel selection,45
47,4800,13.183266665599966,15.58822130257047,9.4,Roulette-wheel selection,45
48,4900,13.183266665599966,15.424025156891616,9.77,Roulette-wheel selection,45
49,5000,13.183266665599966,15.42014316345638,9.68,Roulette-wheel selection,45
50,5100,13.183266665599966,15.580613787612297,9.53,Roulette-wheel selection,45
51,5200,13.183266665599966,15.58682566026657,8.86,Roulette-wheel selection,45
52,5300,13.183266665599966,15.490400004369452,9.34,Roulette-wheel selection,45
53,5400,13.183266665599966,15.33850212146544,10.27,Roulette-wheel selection,45
54,5500,13.183266665599966,15.358615510422355,10.47,Roulette-wheel selection,45
55,5600,13.183266665599966,15.237419998574492,10.37,Roulette-wheel selection,45
56,5700,13.183266665599966,15.086132451754372,10.25,Roulette-wheel selection,45
57,5800,13.183266665599966,15.33356304102356,10.18,Roulette-wheel selection,45
58,5900,13.183266665599966,15.276625359698372,9.77,Roulette-wheel selection,45
59,6000,13.183266665599966,15.398199633805689,9.25,Roulette-wheel selection,45
60,6100,13.183266665599966,15.268598750744818,9.59,Roulette-wheel selection,45
61,6200,13.183266665599966,15.359154939049958,9.86,Roulette-wheel selection,45
62,6300,13.183266665599966,15.284476105490723,10.06,Roulette-wheel selection,45
63,6400,13.183266665599966,15.357804602779238,10.04,Roulette-wheel selection,45
64,6500,13.183266665599966,15.49773936802682,9.86,Roulette-wheel selection,45
65,6600,13.183266665599966,15.51284568610521,9.69,Roulette-wheel selection,45
66,6700,13.183266665599966,15.36886892961721,9.71,Roulette-wheel selection,45
67,6800,13.183266665599966,15.702043688852443,9.3,Roulette-wheel selection,45
68,6900,13.183266665599966,15.71180455932098,9.04,Roulette-wheel selection,45
69,7000,13.183266665599966,15.70486288496097,9.59,Roulette-wheel selection,45
70,7100,13.183266665599966,15.285642829652398,9.82,Roulette-wheel selection,45
71,7200,13.183266665599966,15.121468951650913,10.16,Roulette-wheel selection,45
72,7300,13.183266665599966,15.191229653093432,10.17,Roulette-wheel selection,45
73,7400,13.183266665599966,15.237457055020094,9.9,Roulette-wheel selection,45
74,7500,13.183266665599966,15.299267576164972,9.9,Roulette-wheel selection,45
75,7600,13.183266665599966,15.76534746681496,8.17,Roulette-wheel selection,45
76,7700,13.183266665599966,15.614967463138647,8.59,Roulette-wheel selection,45
77,7800,13.183266665599966,15.805022635125033,8.32,Roulette-wheel selection,45
78,7900,13.183266665599966,15.846038831041374,8.6,Roulette-wheel selection,45
79,8000,13.183266665599966,15.800171053781533,8.03,Roulette-wheel selection,45
80,8100,13.183266665599966,15.555821695322855,8.28,Roulette-wheel selection,45
81,8200,13.183266665599966,15.29881086483928,9.22,Roulette-wheel selection,45
82,8300,13.183266665599966,15.319205854387768,9.66,Roulette-wheel selection,45
83,8400,13.073644135332772,15.219857378528664,9.91,Roulette-wheel selection,45
84,8500,13.073644135332772,15.408755384061203,9.89,Roulette-wheel selection,45
85,8600,13.015167380558044,15.17988517431099,9.99,Roulette-wheel selection,45
86,8700,13.015167380558044,15.374427363607404,9.49,Roulette-wheel selection,45
87,8800,13.015167380558044,15.311094465675108,9.63,Roulette-wheel selection,45
88,8900,13.015167380558044,15.131339479319172,10.18,Roulette-wheel selection,45
89,9000,13.015167380558044,15.338313384103117,10.52,Roulette-wheel selection,45
90,9100,13.015167380558044,15.512348820474324,10.15,Roulette-wheel selection,45
91,9200,13.015167380558044,15.375024402795578,9.05,Roulette-wheel selection,45
92,9300,13.015167380558044,15.536042891014231,9.22,Roulette-wheel selection,45
93,9400,13.015167380558044,15.602753215905953,9.2,Roulette-wheel selection,45
94,9500,13.015167380558044,15.62986321721964,9.53,Roulette-wheel selection,45
95,9600,13.015167380558044,15.680510624654907,9.06,Roulette-wheel selection,45
96,9700,13.015167380558044,15.609877575041796,8.65,Roulette-wheel selection,45
97,9800,13.015167380558044,15.533395188845102,8.79,Roulette-wheel selection,45
98,9900,13.015167380558044,15.376255178344746,9.16,Roulette-wheel selection,45
99,10000,13.015167380558044,15.39524705280635,9.01,Roulette-wheel selection,45
100,10100,13.015167380558044,15.24797425722334,9.0,Roulette-wheel selection,45
1,200,15.457066051117286,19.016800406323437,17.66,Roulette-wheel selection,46
2,300,15.140175425099136,17.380308909110436,13.01,Roulette-wheel selection,46
3,400,14.619803902718555,16.844719204477272,11.11,Roulette-wheel selection,46
4,500,14.619803902718555,16.579791622431657,10.55,Roulette-wheel selection,46
5,600,14.619803902718555,16.515518497953437,10.44,Roulette-wheel selection,46
6,700,14.619803902718555,16.445608817048853,9.55,Roulette-wheel selection,46
7,800,14.619803902718555,16.322687642763682,9.34,Roulette-wheel selection,46
8,900,14.619803902718555,16.33393391440403,9.44,Roulette-wheel selection,46
9,1000,14.619803902718555,16.29378520000003,10.09,Roulette-wheel selection,46
10,1100,14.30199920063936,16.131689737113568,10.39,Roulette-wheel selection,46
11,1200,14.08494332412792,16.085138799695482,8.96,Roulette-wheel selection,46
12,1300,14.08494332412792,16.077875013505576,9.3,Roulette-wheel selection,46
13,1400,14.08494332412792,16.273874948591533,9.34,Roulette-wheel selection,46
14,1500,14.08494332412792,16.060448853831033,9.56,Roulette-wheel selection,46
15,1600,14.08494332412792,16.015763852224286,9.75,Roulette-wheel selection,46
16,1700,14.08494332412792,15.87595914697598,9.5,Roulette-wheel selection,46
17,1800,14.08494332412792,15.987962591129842,8.84,Roulette-wheel selection,46
18,1900,13.997057550292606,15.986004602309254,8.22,Roulette-wheel selection,46
19,2000,13.997057550292606,15.857749768104808,8.17,Roulette-wheel selection,46
20,2100,13.997057550292606,15.991662411077238,7.8,Roulette-wheel selection,46
21,2200,13.8,15.967199197908998,7.71,Roulette-wheel selection,46
22,2300,13.8,16.202527654974567,7.44,Roulette-wheel selection,46
23,2400,13.8,16.08144074565437,8.14,Roulette-wheel selection,46
24,2500,13.8,15.701879533821169,8.67,Roulette-wheel selection,46
25,2600,13.8,15.527579620300774,9.33,Roulette-wheel selection,46
26,2700,13.8,15.52223610717322,9.75,Roulette-wheel selection,46
27,2800,13.8,15.74839787561675,8.87,Roulette-wheel selection,46
28,2900,13.8,15.773656173991942,8.63,Roulette-wheel selection,46
29,3000,13.8,15.827484549867464,8.94,Roulette-wheel selection,46
30,3100,13.8,16.036141678012854,8.65,Roulette-wheel selection,46
31,3200,13.8,15.902859129105549,8.72,Roulette-wheel selection,46
32,3300,13.8,15.88973740975741,9.15,Roulette-wheel selection,46
33,3400,13.8,15.879563638314444,9.01,Roulette-wheel selection,46
34,3500,13.8,15.90629399232028,8.62,Roulette-wheel selection,46
35,3600,13.763976744055029,16.161572671401945,8.48,Roulette-wheel selection,46
36,3700,13.763976744055029,16.250203011948088,8.11,Roulette-wheel selection,46
37,3800,13.763976744055029,15.84545238460139,8.85,Roulette-wheel selection,46
38,3900,13.763976744055029,15.836083739402053,9.4,Roulette-wheel selection,46
39,4000,13.763976744055029,15.970267198614206,9.4,Roulette-wheel selection,46
40,4100,13.763976744055029,15.911754358802463,9.55,Roulette-wheel selection,46
41,4200,13.763976744055029,15.71362793498458,10.09,Roulette-wheel selection,46
42,4300,13.763976744055029,15.810746729866132,9.73,Roulette-wheel selection,46
43,4400,13.763976744055029,15.740900031251735,10.36,Roulette-wheel selection,46
44,4500,13.763976744055029,15.781922302090347,10.18,Roulette-wheel selection,46
45,4600,13.763976744055029,15.996011377709504,9.93,Roulette-wheel selection,46
46,4700,13.763976744055029,15.836874499843407,10.72,Roulette-wheel selection,46
47,4800,13.763976744055029,15.924145506184262,10.45,Roulette-wheel selection,46
48,4900,13.763976744055029,15.798285887620038,10.68,Roulette-wheel selection,46
49,5000,13.763976744055029,15.631944920964129,11.11,Roulette-wheel selection,46
50,5100,13.763976744055029,15.599929046314823,10.85,Roulette-wheel selection,46
51,5200,13.763976744055029,15.467410032672444,10.4,Roulette-wheel selection,46
52,5300,13.763976744055029,15.616535743643809,9.79,Roulette-wheel selection,46
53,5400,13.763976744055029,15.936718584024506,9.23,Roulette-wheel selection,46
54,5500,13.763976744055029,15.994800026951582,9.73,Roulette-wheel selection,46
55,5600,13.763976744055029,15.673765485283866,9.73,Roulette-wheel selection,46
56,5700,13.359591794226542,15.730265597983273,9.48,Roulette-wheel selection,46
57,5800,13.359591794226542,15.834187808090602,8.99,Roulette-wheel selection,46
58,5900,13.359591794226542,15.530966086072995,9.36,Roulette-wheel selection,46
59,6000,13.359591794226542,15.47837933195147,9.52,Roulette-wheel selection,46
60,6100,13.359591794226542,15.538489918245508,10.27,Roulette-wheel selection,46
61,6200,13.288854381999831,15.301052640304128,10.48,Roulette-wheel selection,46
62,6300,13.288854381999831,15.413795107527848,10.18,Roulette-wheel selection,46
63,6400,13.288854381999831,15.67078197235984,9.52,Roulette-wheel selection,46
64,6500,13.288854381999831,15.860573330918928,8.74,Roulette-wheel selection,46
65,6600,13.288854381999831,16.035350607628672,8.15,Roulette-wheel selection,46
66,6700,13.288854381999831,15.878656118749042,8.87,Roulette-wheel selection,46
67,6800,13.288854381999831,15.957415446204308,8.83,Roulette-wheel selection,46
68,6900,13.288854381999831,16.014195930584034,8.66,Roulette-wheel selection,46
69,7000,13.288854381999831,15.904544725699198,9.05,Roulette-wheel selection,46
70,7100,13.288854381999831,15.694864987719914,9.77,Roulette-wheel selection,46
71,7200,13.288854381999831,15.65455450762408,9.91,Roulette-wheel selection,46
72,7300,13.288854381999831,15.969846317307754,8.63,Roulette-wheel selection,46
73,7400,13.288854381999831,15.74054328871272,8.65,Roulette-wheel selection,46
74,7500,13.288854381999831,15.547977259986144,9.34,Roulette-wheel selection,46
75,7600,13.288854381999831,15.764685508184256,9.41,Roulette-wheel selection,46
76,7700,13.288854381999831,15.442434604368838,10.38,Roulette-wheel selection,46
77,7800,13.288854381999831,15.571568668794844,10.47,Roulette-wheel selection,46
78,7900,13.288854381999831,15.46017852641907,10.29,Roulette-wheel selection,46
79,8000,13.288854381999831,15.456098567926947,9.97,Roulette-wheel selection,46
80,8100,13.288854381999831,15.592283136847042,9.82,Roulette-wheel selection,46
81,8200,13.288854381999831,15.81484190785675,9.24,Roulette-wheel selection,46
82,8300,13.288854381999831,15.85430784970742,9.1,Roulette-wheel selection,46
83,8400,13.288854381999831,15.893867527666496,8.97,Roulette-wheel selection,46
84,8500,13.288854381999831,15.627999336994527,10.03,Roulette-wheel selection,46
85,8600,13.288854381999831,15.481682897360631,10.0,Roulette-wheel selection,46
86,8700,13.288854381999831,15.530229648204427,9.27,Roulette-wheel selection,46
87,8800,13.288854381999831,15.654117999120938,9.39,Roulette-wheel selection,46
88,8900,13.288854381999831,15.54929647815026,9.79,Roulette-wheel selection,46
89,9000,13.288854381999831,15.983494646553304,9.32,Roulette-wheel selection,46
90,9100,13.288854381999831,15.927290194426696,9.57,Roulette-wheel selection,46
91,9200,13.288854381999831,16.11015680330103,9.92,Roulette-wheel selection,46
92,9300,13.288854381999831,15.84829074743114,9.86,Roulette-wheel selection,46
93,9400,13.288854381999831,15.587150490385698,10.08,Roulette-wheel selection,46
94,9500,13.288854381999831,15.344305416724216,9.66,Roulette-wheel selection,46
95,9600,13.288854381999831,15.190083570019809,10.23,Roulette-wheel selection,46
96,9700,13.288854381999831,15.404956635033797,9.9,Roulette-wheel selection,46
97,9800,13.288854381999831,15.451266338271909,10.02,Roulette-wheel selection,46
98,9900,13.288854381999831,15.764124685115632,9.07,Roulette-wheel selection,46
99,10000,13.288854381999831,15.83645923559455,8.69,Roulette-wheel selection,46
100,10100,13.288854381999831,15.70079206260312,8.98,Roulette-wheel selection,46
1,100,18.8295630140987,20.89587560698205,21.0,Random baseline,42
2,200,17.30990195135928,20.781337756777216,21.0,Random baseline,42
3,300,17.30990195135928,20.75303452653605,21.0,Random baseline,42
4,400,17.30990195135928,20.826753807286465,21.0,Random baseline,42
5,500,17.30990195135928,20.86108779793996,21.0,Random baseline,42
6,600,17.30990195135928,20.64576287817216,21.0,Random baseline,42
7,700,17.30990195135928,20.77848490293653,21.0,Random baseline,42
8,800,17.30990195135928,20.68058393848579,21.0,Random baseline,42
9,900,17.30990195135928,20.82857463388616,21.0,Random baseline,42
10,1000,17.30990195135928,20.718202431255524,21.0,Random baseline,42
11,1100,17.30990195135928,20.823989866543226,21.0,Random baseline,42
12,1200,17.30990195135928,20.719182817472948,21.0,Random baseline,42
13,1300,17.30990195135928,20.74049968428981,21.0,Random baseline,42
14,1400,17.30990195135928,20.729207316889685,21.0,Random baseline,42
15,1500,17.30990195135928,20.95618956096305,21.0,Random baseline,42
16,1600,16.474165738677396,20.80228323286792,21.0,Random baseline,42
17,1700,16.474165738677396,20.72652541150499,21.0,Random baseline,42
18,1800,16.474165738677396,20.67501978194639,21.0,Random baseline,42
19,1900,16.474165738677396,20.85737526692388,21.0,Random baseline,42
20,2000,16.474165738677396,20.84151929643945,21.0,Random baseline,42
21,2100,16.474165738677396,20.85152460169744,21.0,Random baseline,42
22,2200,16.474165738677396,20.897153034711213,21.0,Random baseline,42
23,2300,16.474165738677396,20.921864593777947,21.0,Random baseline,42
24,2400,16.474165738677396,20.902871666301184,21.0,Random baseline,42
25,2500,16.474165738677396,20.608091929190973,21.0,Random baseline,42
26,2600,16.474165738677396,20.95705536582156,21.0,Random baseline,42
27,2700,16.474165738677396,20.824782874970765,21.0,Random baseline,42
28,2800,16.474165738677396,20.6946067549299,21.0,Random baseline,42
29,2900,16.474165738677396,20.707302083665358,21.0,Random baseline,42
30,3000,16.474165738677396,20.76068070203678,21.0,Random baseline,42
31,3100,16.474165738677396,20.786931467552517,21.0,Random baseline,42
32,3200,16.474165738677396,20.51495624785149,21.0,Random baseline,42
33,3300,16.474165738677396,20.713220580352413,21.0,Random baseline,42
34,3400,16.474165738677396,20.52169973322542,21.0,Random baseline,42
35,3500,16.474165738677396,20.810752257040598,21.0,Random baseline,42
36,3600,16.474165738677396,20.630046484316416,21.0,Random baseline,42
37,3700,16.474165738677396,20.652957342482555,21.0,Random baseline,42
38,3800,16.474165738677396,20.870224740642666,21.0,Random baseline,42
39,3900,16.474165738677396,20.868481068756505,21.0,Random baseline,42
40,4000,16.474165738677396,20.52615127322872,21.0,Random baseline,42
41,4100,16.474165738677396,20.892593491674106,21.0,Random baseline,42
42,4200,16.474165738677396,20.7629765173924,21.0,Random baseline,42
43,4300,16.474165738677396,20.910427940908136,21.0,Random baseline,42
44,4400,16.474165738677396,20.883983556752177,21.0,Random baseline,42
45,4500,16.474165738677396,20.823377169209188,21.0,Random baseline,42
46,4600,16.474165738677396,20.858326179789863,21.0,Random baseline,42
47,4700,16.474165738677396,20.981012515606984,21.0,Random baseline,42
48,4800,16.474165738677396,20.83124771655717,21.0,Random baseline,42
49,4900,16.474165738677396,20.722349425387534,21.0,Random baseline,42
50,5000,16.474165738677396,20.6798147970168,21.0,Random baseline,42
51,5100,16.474165738677396,20.70178359182404,21.0,Random baseline,42
52,5200,16.474165738677396,20.71170871449665,21.0,Random baseline,42
53,5300,16.474165738677396,20.72658104993876,21.0,Random baseline,42
54,5400,16.474165738677396,20.768167057141632,21.0,Random baseline,42
55,5500,16.474165738677396,20.740111818253244,21.0,Random baseline,42
56,5600,16.474165738677396,20.9854775453936,21.0,Random baseline,42
57,5700,16.474165738677396,20.768870893138278,21.0,Random baseline,42
58,5800,16.474165738677396,20.689822009502578,21.0,Random baseline,42
59,5900,16.474165738677396,20.84086805025193,21.0,Random baseline,42
60,6000,16.474165738677396,20.839106608865045,21.0,Random baseline,42
61,6100,16.474165738677396,20.72480115584129,21.0,Random baseline,42
62,6200,16.474165738677396,20.781315806837856,21.0,Random baseline,42
63,6300,16.474165738677396,20.6875727713626,21.0,Random baseline,42
64,6400,16.474165738677396,20.84185496200778,21.0,Random baseline,42
65,6500,16.474165738677396,20.638382656211544,21.0,Random baseline,42
66,6600,16.474165738677396,20.72891102576727,21.0,Random baseline,42
67,6700,16.474165738677396,20.87196380643626,21.0,Random baseline,42
68,6800,16.474165738677396,20.833047548494616,21.0,Random baseline,42
69,6900,16.474165738677396,20.69852494525528,21.0,Random baseline,42
70,7000,16.474165738677396,20.83168502545152,21.0,Random baseline,42
71,7100,16.474165738677396,20.77051685292843,21.0,Random baseline,42
72,7200,16.474165738677396,20.777942816196266,21.0,Random baseline,42
73,7300,16.474165738677396,20.795218010756734,21.0,Random baseline,42
74,7400,16.474165738677396,20.87170877496401,21.0,Random baseline,42
75,7500,16.474165738677396,20.79285159779439,21.0,Random baseline,42
76,7600,16.474165738677396,20.72487932249736,21.0,Random baseline,42
77,7700,16.474165738677396,20.61749045153913,21.0,Random baseline,42
78,7800,16.474165738677396,20.805914308404684,21.0,Random baseline,42
79,7900,16.474165738677396,20.807696819399144,21.0,Random baseline,42
80,8000,16.474165738677396,20.742803433193007,21.0,Random baseline,42
81,8100,16.474165738677396,20.73578930692609,21.0,Random baseline,42
82,8200,16.474165738677396,20.89420060582361,21.0,Random baseline,42
83,8300,16.474165738677396,20.74499874221772,21.0,Random baseline,42
84,8400,16.474165738677396,20.90539599162336,21.0,Random baseline,42
85,8500,16.474165738677396,20.988733701983705,21.0,Random baseline,42
86,8600,16.474165738677396,20.731020097633003,21.0,Random baseline,42
87,8700,16.474165738677396,20.769280558362023,21.0,Random baseline,42
88,8800,16.474165738677396,20.873087641386963,21.0,Random baseline,42
89,8900,16.474165738677396,20.79729458189932,21.0,Random baseline,42
90,9000,16.474165738677396,20.72497624526417,21.0,Random baseline,42
91,9100,16.474165738677396,20.762689618012683,21.0,Random baseline,42
92,9200,16.474165738677396,20.708990239555813,21.0,Random baseline,42
93,9300,16.474165738677396,20.819897142644628,21.0,Random baseline,42
94,9400,16.474165738677396,20.839213562844957,21.0,Random baseline,42
95,9500,16.474165738677396,20.790226138906505,21.0,Random baseline,42
96,9600,16.474165738677396,20.693327188957586,21.0,Random baseline,42
97,9700,16.474165738677396,20.793545447202685,21.0,Random baseline,42
98,9800,16.474165738677396,20.84920629702292,21.0,Random baseline,42
99,9900,16.474165738677396,20.76368223945125,21.0,Random baseline,42
100,10000,16.474165738677396,20.630954016276643,21.0,Random baseline,42
101,10100,16.474165738677396,20.6614858747716,21.0,Random baseline,42
1,100,17.83622914957372,20.79248553087736,21.0,Random baseline,43
2,200,17.134846922834953,20.73158766656629,21.0,Random baseline,43
3,300,17.134846922834953,20.950425654699607,21.0,Random baseline,43
4,400,17.134846922834953,20.843196701125837,21.0,Random baseline,43
5,500,17.134846922834953,20.82040732640549,21.0,Random baseline,43
6,600,17.134846922834953,20.94032657188753,21.0,Random baseline,43
7,700,17.134846922834953,20.702838355304173,21.0,Random baseline,43
8,800,17.134846922834953,20.651541609995533,21.0,Random baseline,43
9,900,17.134846922834953,20.87265842110045,21.0,Random baseline,43
10,1000,17.134846922834953,20.901950088456825,21.0,Random baseline,43
11,1100,17.134846922834953,20.944279220554986,21.0,Random baseline,43
12,1200,17.134846922834953,20.676592303595584,21.0,Random baseline,43
13,1300,17.134846922834953,20.87165823334549,21.0,Random baseline,43
14,1400,17.134846922834953,20.761551809305043,21.0,Random baseline,43
15,1500,17.134846922834953,20.8143663546198,21.0,Random baseline,43
16,1600,17.134846922834953,20.673727749190345,21.0,Random baseline,43
17,1700,17.134846922834953,20.77598383749972,21.0,Random baseline,43
18,1800,17.134846922834953,20.81049816582798,21.0,Random baseline,43
19,1900,17.134846922834953,20.70141304616521,21.0,Random baseline,43
20,2000,17.134846922834953,20.794684024195117,21.0,Random baseline,43
21,2100,17.134846922834953,20.769044815960385,21.0,Random baseline,43
22,2200,17.134846922834953,20.66481254821397,21.0,Random baseline,43
23,2300,17.134846922834953,21.00541422644609,21.0,Random baseline,43
24,2400,17.134846922834953,20.845176536384283,21.0,Random baseline,43
25,2500,17.134846922834953,20.776727133756975,21.0,Random baseline,43
26,2600,17.134846922834953,20.716344843222693,21.0,Random baseline,43
27,2700,17.134846922834953,20.84092831543624,21.0,Random baseline,43
28,2800,17.134846922834953,20.86764646512958,21.0,Random baseline,43
29,2900,17.134846922834953,20.80976863997361,21.0,Random baseline,43
30,3000,17.134846922834953,20.76943448003752,21.0,Random baseline,43
31,3100,17.134846922834953,20.753735233584667,21.0,Random baseline,43
32,3200,17.134846922834953,20.92574902706784,21.0,Random baseline,43
33,3300,17.134846922834953,20.737619043369687,21.0,Random baseline,43
34,3400,17.134846922834953,20.898870906370547,21.0,Random baseline,43
35,3500,17.134846922834953,20.751905458179387,21.0,Random baseline,43
36,3600,17.134846922834953,20.6826341488717,21.0,Random baseline,43
37,3700,17.134846922834953,20.840221093348596,21.0,Random baseline,43
38,3800,17.134846922834953,20.66657640423744,21.0,Random baseline,43
39,3900,17.134846922834953,20.95130000646713,21.0,Random baseline,43
40,4000,17.134846922834953,20.83946899731903,21.0,Random baseline,43
41,4100,17.134846922834953,20.75728119428504,21.0,Random baseline,43
42,4200,17.134846922834953,20.768277425972563,21.0,Random baseline,43
43,4300,17.134846922834953,20.777090269607697,21.0,Random baseline,43
44,4400,17.134846922834953,20.743409552339816,21.0,Random baseline,43
45,4500,17.134846922834953,20.74071497209419,21.0,Random baseline,43
46,4600,17.134846922834953,20.93117087639577,21.0,Random baseline,43
47,4700,17.134846922834953,20.843435383132064,21.0,Random baseline,43
48,4800,17.134846922834953,20.74615636025073,21.0,Random baseline,43
49,4900,17.134846922834953,20.781476749229665,21.0,Random baseline,43
50,5000,17.134846922834953,20.844102223225377,21.0,Random baseline,43
51,5100,17.134846922834953,20.79467416102696,21.0,Random baseline,43
52,5200,17.134846922834953,20.766273068874213,21.0,Random baseline,43
53,5300,17.134846922834953,20.77372439284759,21.0,Random baseline,43
54,5400,17.134846922834953,20.721424999984105,21.0,Random baseline,43
55,5500,17.134846922834953,20.84897900180939,21.0,Random baseline,43
56,5600,17.134846922834953,20.7717272822012,21.0,Random baseline,43
57,5700,17.134846922834953,20.714602407073457,21.0,Random baseline,43
58,5800,17.134846922834953,20.843055518705498,21.0,Random baseline,43
59,5900,17.134846922834953,20.857129668906445,21.0,Random baseline,43
60,6000,17.134846922834953,20.93432024037796,21.0,Random baseline,43
61,6100,17.134846922834953,20.6865268386769,21.0,Random baseline,43
62,6200,17.134846922834953,20.752565733353805,21.0,Random baseline,43
63,6300,17.134846922834953,20.96929148728587,21.0,Random baseline,43
64,6400,17.134846922834953,20.81484660368285,21.0,Random baseline,43
65,6500,17.134846922834953,20.841882688795756,21.0,Random baseline,43
66,6600,17.134846922834953,20.818831864165062,21.0,Random baseline,43
67,6700,17.134846922834953,20.86668459940659,21.0,Random baseline,43
68,6800,17.134846922834953,20.757630705513897,21.0,Random baseline,43
69,6900,17.134846922834953,20.879464536741352,21.0,Random baseline,43
70,7000,17.134846922834953,20.810140799196247,21.0,Random baseline,43
71,7100,17.134846922834953,20.861896430488244,21.0,Random baseline,43
72,7200,17.134846922834953,20.783544594283303,21.0,Random baseline,43
73,7300,17.134846922834953,21.088845961898823,21.0,Random baseline,43
74,7400,17.134846922834953,20.670818705622192,21.0,Random baseline,43
75,7500,17.134846922834953,20.85708417739016,21.0,Random baseline,43
76,7600,17.134846922834953,20.873987501115742,21.0,Random baseline,43
77,7700,17.134846922834953,20.762041223901424,21.0,Random baseline,43
78,7800,17.134846922834953,20.7917306197432,21.0,Random baseline,43
79,7900,17.134846922834953,20.726941961577044,21.0,Random baseline,43
80,8000,17.134846922834953,20.711171125943924,21.0,Random baseline,43
81,8100,17.134846922834953,20.727916951359767,21.0,Random baseline,43
82,8200,17.134846922834953,20.72669065132724,21.0,Random baseline,43
83,8300,17.134846922834953,20.78849847067884,21.0,Random baseline,43
